step,sim_time_s,px_m,py_m,pz_m,qw,qx,qy,qz,vx_mps,vy_mps,vz_mps,wx_radps,wy_radps,wz_radps,local_x_m,local_y_m,local_z_m
12,0.075000,0.000000000,0.000000000,0.440876573,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.735750198,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.240876573
13,0.079167,0.000000000,0.000000000,0.437640637,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.776625216,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.237640637
14,0.083333,0.000000000,0.000000000,0.434234381,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.817500234,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.234234381
15,0.087500,0.000000000,0.000000000,0.430657804,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.858375251,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.230657804
16,0.091667,0.000000000,0.000000000,0.426910937,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.899250269,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.226910937
17,0.095833,0.000000000,0.000000000,0.422993749,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.940125287,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.222993749
18,0.100000,0.000000000,0.000000000,0.418906242,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.981000304,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.218906242
19,0.104167,0.000000000,0.000000000,0.414648414,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-1.021875262,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.214648414
20,0.108333,0.000000000,0.000000000,0.410220295,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-1.062750220,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.210220295
21,0.112500,0.000000000,0.000000000,0.405621856,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-1.103625178,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.205621856
22,0.116667,0.000000000,0.000000000,0.400853097,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-1.144500136,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.200853097
23,0.120833,0.000000000,0.000000000,0.395914048,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-1.185375094,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.195914048
24,0.125000,0.000000000,0.000000000,0.390804678,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-1.226250052,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.190804678
25,0.129167,0.000000000,0.000000000,0.385524988,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-1.267125010,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.185524988
26,0.133333,0.000000000,0.000000000,0.380074978,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-1.307999969,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.180074978
27,0.137500,0.000000000,0.000000000,0.374454677,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-1.348874927,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.174454677
28,0.141667,0.000000000,0.000000000,0.368664056,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-1.389749885,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.168664056
29,0.145833,0.000000000,0.000000000,0.362703115,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-1.430624843,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.162703115
30,0.150000,0.000000000,0.000000000,0.356571853,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-1.471499801,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.156571853
31,0.154167,0.000000000,0.000000000,0.350270301,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-1.512374759,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.150270301
32,0.158333,0.000000000,0.000000000,0.343798429,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-1.553249717,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.143798429
33,0.162500,0.000000000,0.000000000,0.337156236,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-1.594124675,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.137156236
34,0.166667,0.000000000,0.000000000,0.330343723,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-1.634999633,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.130343723
35,0.170833,0.000000000,0.000000000,0.323360920,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-1.675874591,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.123360920
36,0.175000,0.000000000,0.000000000,0.316207796,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-1.716749549,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.116207796
37,0.179167,0.000000000,0.000000000,0.308884352,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-1.757624507,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.108884352
38,0.183333,0.000000000,0.000000000,0.301390618,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-1.798499465,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.101390618
39,0.187500,0.000000000,0.000000000,0.293726563,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-1.839374423,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.093726563
40,0.191667,0.000000000,0.000000000,0.285892189,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-1.880249381,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.085892189
41,0.195833,0.000000000,0.000000000,0.277887493,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-1.921124339,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.077887493
42,0.200000,0.000000000,0.000000000,0.269712508,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-1.961999297,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.069712508
43,0.204167,0.000000000,0.000000000,0.261367202,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-2.002874374,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.061367202
44,0.208333,0.000000000,0.000000000,0.252851576,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-2.043749332,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.052851576
45,0.212500,0.000000000,0.000000000,0.244165644,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-2.084624290,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.044165644
46,0.216667,0.000000000,0.000000000,0.235309392,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-2.125499249,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.035309392
47,0.220833,0.000000000,0.000000000,0.226282835,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-2.166374207,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.026282835
48,0.225000,0.000000000,0.000000000,0.217085958,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-2.207249165,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.017085958
49,0.229167,0.000000000,0.000000000,0.207718775,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-2.248124123,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.007718775
50,0.233333,0.000000000,0.000000000,0.198181272,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-2.288999081,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.001818728
51,0.237500,0.000000000,0.000000000,0.188473463,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-2.329874039,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.011526537
52,0.241667,0.000000000,0.000000000,0.178595334,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-2.370748997,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.021404666
53,0.245833,0.000000000,0.000000000,0.168546900,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-2.411623955,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.031453100
54,0.250000,0.000000000,0.000000000,0.158328161,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-2.452498913,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.041671839
55,0.254167,0.000000000,0.000000000,0.147939101,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-2.493373871,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.052060899
56,0.258333,0.000000000,0.000000000,0.137379736,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-2.534248829,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.062620264
57,0.262500,0.000000000,0.000000000,0.126650050,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-2.575123787,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.073349950
58,0.266667,0.000000000,0.000000000,0.115750052,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-2.615998745,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.084249948
59,0.270833,0.000000000,0.000000000,0.104679741,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-2.656873703,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.095320259
60,0.275000,0.000000000,0.000000000,0.093439125,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-2.697748661,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.106560875
61,0.279167,0.000000000,0.000000000,0.082028195,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-2.738623619,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.117971805
62,0.283333,0.000000000,0.000000000,0.070446953,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-2.779498577,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.129553047
63,0.287500,0.000000000,0.000000000,0.058695395,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-2.820373535,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.141304605
64,0.291667,0.000000000,0.000000000,0.046773527,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-2.861248493,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.153226473
65,0.295833,0.000000000,0.000000000,0.034681343,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-2.902123451,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.165318657
66,0.300000,0.000000000,0.000000000,0.022418849,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-2.942998409,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.177581151
67,0.304167,0.000000825,0.000000651,0.020000078,1.000000000,-0.000007082,0.000011187,-0.000000943,-0.013565429,0.014424670,-0.000704092,-0.285093784,-0.245791212,-0.000532224,0.000000825,0.000000651,-0.179999922
68,0.308333,-0.000002103,0.000002293,0.019999996,1.000000000,-0.000000553,-0.000000242,-0.000000100,0.000671729,-0.000709363,-0.000022617,0.000439330,0.000319940,0.000136946,-0.000002103,0.000002293,-0.180000004
69,0.312500,-0.000002117,0.000002321,0.020000000,1.000000000,-0.000000282,0.000000014,-0.000000092,-0.000006251,0.000017670,-0.000030167,-0.001299815,-0.000280414,0.000019547,-0.000002117,0.000002321,-0.180000000
70,0.316667,-0.000002164,0.000002362,0.020000001,1.000000000,-0.000000985,-0.000000365,-0.000000088,0.000017580,0.000026309,-0.000051014,-0.002275536,0.000089995,0.000001533,-0.000002164,0.000002362,-0.179999999
71,0.320833,-0.000002165,0.000002364,0.019999998,1.000000000,-0.000001452,-0.000000792,-0.000000097,0.000026449,0.000016184,-0.000053099,-0.002130626,0.000252073,0.000004736,-0.000002165,0.000002364,-0.180000002
72,0.325000,-0.000002164,0.000002364,0.019999998,1.000000000,-0.000001470,-0.000000651,-0.000000075,0.000026608,0.000015681,-0.000053247,-0.002115232,0.000262037,0.000005290,-0.000002164,0.000002364,-0.180000002
73,0.329167,-0.000002161,0.000002365,0.020000000,1.000000000,-0.000001445,-0.000000568,-0.000000065,0.000026834,0.000015531,-0.000053484,-0.002105269,0.000279649,0.000005417,-0.000002161,0.000002365,-0.180000000
74,0.333333,-0.000002164,0.000002364,0.020000000,1.000000000,-0.000001399,-0.000000700,-0.000000113,0.000025782,0.000016038,-0.000053028,-0.002115821,0.000243938,0.000005662,-0.000002164,0.000002364,-0.180000000
75,0.337500,-0.000002164,0.000002366,0.020000001,1.000000000,-0.000001425,-0.000000761,-0.000000128,0.000026272,0.000015974,-0.000053157,-0.002118712,0.000255258,0.000005263,-0.000002164,0.000002366,-0.179999999
76,0.341667,-0.000002164,0.000002364,0.019999998,1.000000000,-0.000001457,-0.000000798,-0.000000119,0.000026390,0.000015683,-0.000053117,-0.002111737,0.000256786,0.000005410,-0.000002164,0.000002364,-0.180000002
77,0.345833,-0.000002165,0.000002367,0.020000000,1.000000000,-0.000001511,-0.000000822,-0.000000110,0.000026030,0.000016168,-0.000053127,-0.002121566,0.000250431,0.000005299,-0.000002165,0.000002367,-0.180000000
78,0.350000,-0.000002162,0.000002366,0.020000000,1.000000000,-0.000001418,-0.000000517,-0.000000065,0.000026916,0.000015408,-0.000053389,-0.002107272,0.000274261,0.000005361,-0.000002162,0.000002366,-0.180000000
79,0.354167,-0.000002163,0.000002366,0.020000000,1.000000000,-0.000001349,-0.000000686,-0.000000114,0.000026080,0.000015888,-0.000053081,-0.002114318,0.000250602,0.000005532,-0.000002163,0.000002366,-0.180000000
80,0.358333,-0.000002164,0.000002366,0.019999998,1.000000000,-0.000001403,-0.000000707,-0.000000116,0.000026442,0.000015756,-0.000053185,-0.002108458,0.000264944,0.000005321,-0.000002164,0.000002366,-0.180000002
81,0.362500,-0.000002165,0.000002367,0.020000000,1.000000000,-0.000001439,-0.000000755,-0.000000106,0.000026091,0.000016029,-0.000053115,-0.002118398,0.000251273,0.000005372,-0.000002165,0.000002367,-0.180000000
82,0.366667,-0.000002164,0.000002364,0.019999998,1.000000000,-0.000001455,-0.000000603,-0.000000071,0.000026684,0.000015382,-0.000053273,-0.002103400,0.000268634,0.000005553,-0.000002164,0.000002364,-0.180000002
83,0.370833,-0.000002163,0.000002367,0.020000000,1.000000000,-0.000001405,-0.000000556,-0.000000072,0.000026281,0.000016093,-0.000053190,-0.002121602,0.000256474,0.000005157,-0.000002163,0.000002367,-0.180000000
84,0.375000,-0.000002162,0.000002365,0.020000000,1.000000000,-0.000001368,-0.000000684,-0.000000111,0.000026562,0.000015462,-0.000053195,-0.002109302,0.000259769,0.000005549,-0.000002162,0.000002365,-0.180000000
85,0.379167,-0.000002162,0.000002365,0.019999998,1.000000000,-0.000001414,-0.000000716,-0.000000101,0.000026389,0.000015767,-0.000053190,-0.002108605,0.000263817,0.000005376,-0.000002162,0.000002365,-0.180000002
86,0.383333,-0.000002165,0.000002366,0.020000001,1.000000000,-0.000001437,-0.000000770,-0.000000090,0.000025778,0.000016112,-0.000053065,-0.002118522,0.000243935,0.000005608,-0.000002165,0.000002366,-0.179999999
87,0.387500,-0.000002165,0.000002366,0.020000000,1.000000000,-0.000001479,-0.000000801,-0.000000116,0.000026284,0.000015886,-0.000053041,-0.002120503,0.000248739,0.000005241,-0.000002165,0.000002366,-0.180000000
88,0.391667,-0.000002163,0.000002366,0.020000000,1.000000000,-0.000001392,-0.000000490,-0.000000071,0.000026858,0.000015478,-0.000053282,-0.002112357,0.000266983,0.000005252,-0.000002163,0.000002366,-0.180000000
89,0.395833,-0.000002163,0.000002364,0.020000000,0.999999940,-0.000001480,-0.000000764,-0.000000109,0.000026329,0.000015651,-0.000053130,-0.002110999,0.000255389,0.000005549,-0.000002163,0.000002364,-0.180000000
90,0.400000,-0.000002160,0.000002366,0.020000003,0.999999940,-0.000001250,-0.000000340,-0.000000076,0.000026692,0.000015682,-0.000053224,-0.002121397,0.000257529,0.000005170,-0.000002160,0.000002366,-0.179999997
91,0.404167,-0.000002158,0.000002364,0.020000003,1.000000000,-0.000001347,-0.000000616,-0.000000113,0.000026703,0.000015400,-0.000053077,-0.002111273,0.000257032,0.000005336,-0.000002158,0.000002364,-0.179999997
92,0.408333,-0.000002165,0.000002364,0.020000000,1.000000000,-0.000001337,-0.000000697,-0.000000099,0.000025121,0.000016528,-0.000052793,-0.002119150,0.000230512,0.000005638,-0.000002165,0.000002364,-0.180000000
93,0.412500,-0.000002164,0.000002367,0.019999998,1.000000000,-0.000001409,-0.000000711,-0.000000114,0.000026503,0.000016012,-0.000053236,-0.002115270,0.000267591,0.000005000,-0.000002164,0.000002367,-0.180000002
94,0.416667,-0.000002165,0.000002365,0.020000000,1.000000000,-0.000001429,-0.000000768,-0.000000104,0.000026207,0.000015717,-0.000053122,-0.002112321,0.000252450,0.000005602,-0.000002165,0.000002365,-0.180000000
95,0.420833,-0.000002165,0.000002365,0.020000000,1.000000000,-0.000001481,-0.000000789,-0.000000095,0.000026299,0.000015825,-0.000053062,-0.002119705,0.000248785,0.000005310,-0.000002165,0.000002365,-0.180000000
96,0.425000,-0.000002165,0.000002365,0.020000000,1.000000000,-0.000001366,-0.000000717,-0.000000110,0.000026328,0.000015803,-0.000053267,-0.002111446,0.000262139,0.000005498,-0.000002165,0.000002365,-0.180000000
97,0.429167,-0.000002161,0.000002365,0.020000000,1.000000000,-0.000001288,-0.000000407,-0.000000065,0.000027236,0.000015261,-0.000053318,-0.002109016,0.000275349,0.000005075,-0.000002161,0.000002365,-0.180000000
98,0.433333,-0.000002163,0.000002364,0.019999998,0.999999940,-0.000001366,-0.000000692,-0.000000100,0.000026020,0.000015809,-0.000052991,-0.002110091,0.000249019,0.000005596,-0.000002163,0.000002364,-0.180000002
99,0.437500,-0.000002161,0.000002364,0.020000001,0.999999940,-0.000001300,-0.000000574,-0.000000104,0.000026656,0.000015608,-0.000053167,-0.002118351,0.000256343,0.000005240,-0.000002161,0.000002364,-0.179999999
100,0.441667,-0.000002159,0.000002366,0.020000001,1.000000000,-0.000001523,-0.000000702,-0.000000106,0.000026626,0.000015748,-0.000053155,-0.002114052,0.000263248,0.000005087,-0.000002159,0.000002366,-0.179999999
101,0.445833,-0.000002164,0.000002366,0.020000000,1.000000000,-0.000001365,-0.000000667,-0.000000107,0.000025443,0.000016339,-0.000053138,-0.002111561,0.000249842,0.000005809,-0.000002164,0.000002366,-0.180000000
102,0.450000,-0.000002163,0.000002366,0.020000000,1.000000000,-0.000001401,-0.000000714,-0.000000098,0.000026588,0.000015698,-0.000053264,-0.002109677,0.000267890,0.000005290,-0.000002163,0.000002366,-0.180000000
103,0.454167,-0.000002164,0.000002366,0.019999998,1.000000000,-0.000001426,-0.000000771,-0.000000113,0.000026363,0.000015777,-0.000053203,-0.002109031,0.000263267,0.000005417,-0.000002164,0.000002366,-0.180000002
104,0.458333,-0.000002163,0.000002364,0.020000000,1.000000000,-0.000001466,-0.000000802,-0.000000104,0.000026599,0.000015474,-0.000053308,-0.002106070,0.000267027,0.000005590,-0.000002163,0.000002364,-0.180000000
105,0.462500,-0.000002162,0.000002366,0.020000000,1.000000000,-0.000001369,-0.000000503,-0.000000070,0.000026396,0.000015904,-0.000053178,-0.002117798,0.000258095,0.000005211,-0.000002162,0.000002366,-0.180000000
106,0.466667,-0.000002161,0.000002367,0.019999998,0.999999940,-0.000001500,-0.000000738,-0.000000108,0.000026515,0.000015822,-0.000053302,-0.002106035,0.000273751,0.000005275,-0.000002161,0.000002367,-0.180000002
107,0.470833,-0.000002159,0.000002365,0.020000001,0.999999940,-0.000001430,-0.000000405,-0.000000062,0.000026909,0.000015240,-0.000053327,-0.002108721,0.000266825,0.000005516,-0.000002159,0.000002365,-0.179999999
108,0.475000,-0.000002159,0.000002363,0.020000003,0.999999940,-0.000001349,-0.000000585,-0.000000112,0.000026341,0.000015548,-0.000053168,-0.002109885,0.000255018,0.000005698,-0.000002159,0.000002363,-0.179999997
109,0.479167,-0.000002160,0.000002363,0.020000001,0.999999940,-0.000001385,-0.000000626,-0.000000102,0.000026133,0.000015940,-0.000052964,-0.002119262,0.000245604,0.000005276,-0.000002160,0.000002363,-0.179999999
110,0.483333,-0.000002160,0.000002362,0.020000001,0.999999940,-0.000001405,-0.000000686,-0.000000116,0.000026338,0.000015776,-0.000053129,-0.002113922,0.000255977,0.000005384,-0.000002160,0.000002362,-0.179999999
111,0.487500,-0.000002160,0.000002365,0.020000001,0.999999940,-0.000001474,-0.000000700,-0.000000107,0.000026162,0.000016154,-0.000053034,-0.002125520,0.000247331,0.000005064,-0.000002160,0.000002365,-0.179999999
112,0.491667,-0.000002160,0.000002364,0.020000003,0.999999940,-0.000001495,-0.000000751,-0.000000110,0.000026339,0.000015626,-0.000053114,-0.002117012,0.000248547,0.000005551,-0.000002160,0.000002364,-0.179999997
113,0.495833,-0.000002159,0.000002364,0.020000001,0.999999940,-0.000001387,-0.000000463,-0.000000065,0.000026614,0.000015725,-0.000053218,-0.002115449,0.000262407,0.000005195,-0.000002159,0.000002364,-0.179999999
114,0.500000,-0.000002161,0.000002364,0.020000001,0.999999940,-0.000001318,-0.000000629,-0.000000102,0.000025924,0.000015982,-0.000053055,-0.002115557,0.000247110,0.000005581,-0.000002161,0.000002364,-0.179999999
115,0.504167,-0.000002161,0.000002365,0.020000003,0.999999940,-0.000001376,-0.000000654,-0.000000115,0.000026363,0.000015864,-0.000053218,-0.002111525,0.000263403,0.000005331,-0.000002161,0.000002365,-0.179999997
116,0.508333,-0.000002159,0.000002363,0.020000003,0.999999940,-0.000001435,-0.000000668,-0.000000119,0.000026743,0.000015407,-0.000053121,-0.002113068,0.000257552,0.000005318,-0.000002159,0.000002363,-0.179999997
117,0.512500,-0.000002158,0.000002363,0.020000001,0.999999940,-0.000001301,-0.000000410,-0.000000073,0.000026471,0.000015697,-0.000053167,-0.002113270,0.000258920,0.000005347,-0.000002158,0.000002363,-0.179999999
118,0.516667,-0.000002158,0.000002363,0.020000003,1.000000000,-0.000001433,-0.000000643,-0.000000110,0.000026292,0.000015833,-0.000053122,-0.002114498,0.000255441,0.000005370,-0.000002158,0.000002363,-0.179999997
119,0.520833,-0.000002160,0.000002364,0.020000000,1.000000000,-0.000001445,-0.000000706,-0.000000100,0.000025950,0.000016092,-0.000053036,-0.002117530,0.000248216,0.000005387,-0.000002160,0.000002364,-0.180000000
120,0.525000,-0.000002164,0.000002364,0.020000000,1.000000000,-0.000001438,-0.000000789,-0.000000113,0.000025584,0.000016272,-0.000053027,-0.002120719,0.000239924,0.000005623,-0.000002164,0.000002364,-0.180000000
121,0.529167,-0.000002164,0.000002365,0.020000001,1.000000000,-0.000001489,-0.000000812,-0.000000115,0.000026295,0.000015897,-0.000053181,-0.002117936,0.000255214,0.000005348,-0.000002164,0.000002365,-0.179999999
122,0.533333,-0.000002163,0.000002364,0.020000000,1.000000000,-0.000001383,-0.000000519,-0.000000070,0.000026742,0.000015520,-0.000053309,-0.002107157,0.000270875,0.000005359,-0.000002163,0.000002364,-0.180000000
123,0.537500,-0.000002165,0.000002364,0.020000000,1.000000000,-0.000001325,-0.000000675,-0.000000107,0.000025904,0.000016056,-0.000053056,-0.002116945,0.000247147,0.000005521,-0.000002165,0.000002364,-0.180000000
124,0.541667,-0.000002163,0.000002367,0.019999998,1.000000000,-0.000001406,-0.000000682,-0.000000099,0.000026666,0.000015895,-0.000053237,-0.002112811,0.000271315,0.000004937,-0.000002163,0.000002367,-0.180000002
125,0.545833,-0.000002164,0.000002365,0.019999998,1.000000000,-0.000001433,-0.000000726,-0.000000112,0.000026329,0.000015561,-0.000053286,-0.002100257,0.000267524,0.000005786,-0.000002164,0.000002365,-0.180000002
126,0.550000,-0.000002161,0.000002364,0.019999998,1.000000000,-0.000001458,-0.000000574,-0.000000066,0.000026893,0.000015369,-0.000053277,-0.002109972,0.000267314,0.000005330,-0.000002161,0.000002364,-0.180000002
127,0.554167,-0.000002164,0.000002365,0.019999998,1.000000000,-0.000001407,-0.000000719,-0.000000103,0.000025655,0.000016277,-0.000053038,-0.002120854,0.000242113,0.000005551,-0.000002164,0.000002365,-0.180000002
128,0.558333,-0.000002162,0.000002365,0.019999998,1.000000000,-0.000001452,-0.000000546,-0.000000069,0.000026918,0.000015449,-0.000053282,-0.002111936,0.000268219,0.000005212,-0.000002162,0.000002365,-0.180000002
